,customer_id
5309,43a9c5be-9d42-11e9-9897-000d3a38a36f
5328,4405ac2c-fefd-11e9-a5e8-000d3a38a36f
5337,4419930e-a539-11e9-a2fc-000d3a38a36f
5347,444219b6-f140-11e9-9346-000d3a38a36f
5382,44d032ee-a0d4-11e9-a2fc-000d3a38a36f
5383,44d12e68-d72c-11e9-93bc-000d3a38a36f
5397,44fc9a30-2100-11ea-b50a-000d3a38a36f
5408,451d6a4e-265a-11ea-b9a0-000d3a38a36f
5415,45389172-869d-11ea-b356-000d3a38a36f
5431,4566f7a4-2ff1-11ea-bb80-000d3a38a36f
5444,459876ae-9f31-11e9-9897-000d3a38a36f
5455,45b1333c-48e2-11ea-b6c0-000d3a38a36f
5459,45bd5a58-8cae-11ea-8f41-000d3a38a36f
5471,45ee21b0-60c6-11ea-8dd8-000d3a38a36f
5489,4638649a-a817-11e9-a2fc-000d3a38a36f
5490,463869d8-a2ed-11e9-a2fc-000d3a38a36f
5506,465e7b62-63c9-11ea-a6dc-000d3a38a36f
5510,466dc53c-a5a0-11e9-a2fc-000d3a38a36f
5549,46d36ca0-ab60-11e9-a2fc-000d3a38a36f
5560,46fdb554-a5c1-11e9-a2fc-000d3a38a36f
5565,471cec4e-9f5e-11e9-a2fc-000d3a38a36f
5595,4777754a-39d4-11ea-85d6-000d3a38a36f
5609,47b3acdc-25d8-11ea-8e1c-000d3a38a36f
5649,481e8172-4ea7-11ea-99ba-000d3a38a36f
5652,482822d8-5b2a-11ea-9ee1-000d3a38a36f
5655,482d6370-a74c-11e9-a2fc-000d3a38a36f
5656,482e2264-ad0b-11e9-a2fc-000d3a38a36f
5659,483277a0-8d49-11ea-8f41-000d3a38a36f
5661,4836111c-a41a-11e9-a2fc-000d3a38a36f
5663,48398c5e-aed1-11e9-a2fc-000d3a38a36f
5677,4864632c-441f-11eb-806e-000d3a38a36f
5681,486f3954-11b8-11ea-af12-000d3a38a36f
5706,48bb5e4e-b162-11e9-89fa-000d3a38a36f
5722,48f611a8-a77e-11e9-a2fc-000d3a38a36f
5723,48f78944-b178-11e9-89fa-000d3a38a36f
5757,497cee84-5e54-11ea-be5b-000d3a38a36f
5798,4a11a4aa-aede-11e9-a2fc-000d3a38a36f
5822,4a51668a-a155-11e9-a2fc-000d3a38a36f
5855,4ad76d3a-a302-11e9-a2fc-000d3a38a36f
5863,4af21a1e-d696-11e9-93bc-000d3a38a36f
5893,4b589dda-2582-11ea-b1c8-000d3a38a36f
5916,4baf9b1e-b0cd-11e9-9757-000d3a38a36f
5917,4bb06236-9eea-11ea-80cd-000d3a38a36f
5924,4bd60b50-195f-11ea-b6a2-000d3a38a36f
5938,4bfa8e98-2405-11ea-8523-000d3a38a36f
5949,4c2a7404-b0ac-11e9-9757-000d3a38a36f
5951,4c333174-2d85-11ea-9ae7-000d3a38a36f
5955,4c36e188-7e7b-11ea-80af-000d3a38a36f
5983,4c79fca4-5bc4-11ea-9e92-000d3a38a36f
6005,4ccd389c-5b2e-11ea-8f99-000d3a38a36f
6017,4cdde676-ad5d-11e9-a2fc-000d3a38a36f
6024,4d100e38-d672-11e9-93bc-000d3a38a36f
6027,4d1490c4-9e42-11e9-9897-000d3a38a36f
6037,4d3d66c0-2033-11ea-87bf-000d3a38a36f
6038,4d41bf44-a8f2-11e9-a2fc-000d3a38a36f
6049,4d642536-a931-11e9-a2fc-000d3a38a36f
6062,4d91fdc8-1194-11ea-846f-000d3a38a36f
6070,4dac5fa4-b0de-11e9-9757-000d3a38a36f
6088,4de5d6cc-5448-11ea-b1db-000d3a38a36f
6090,4de9d44c-a38c-11e9-a2fc-000d3a38a36f
6092,4df1473a-b107-11e9-9757-000d3a38a36f
